,tweet_text,pos_rev,neg_rev,neutral_or_unknown,apple_product
1314,It's a lonely job protecting the iPad 2 but someones gotta do it.  {link}  #sxsw,1,0,0,1
1315,"the internet blurs, {link} the iPad fades, {link} ÛÒ @mention at #SXSW",0,1,0,1
1316,@mention New iPad Apps For Speech Therapy And Communication Are Showcased @mention #SXSW Conference {link} #sxswi #assistivetech,1,0,0,1
1317,@mention New iPad Apps For Speech Therapy And Communication Are Showcased At The #SXSW Conference {link} #augcomm #hcsm #mhealth,1,0,0,1
1318,I covet #New IPad. {link} #SXSW,1,0,0,1
1319,Buying 2 new iPad's with @mention #geekdate #apple #sxsw #ipad2,1,0,0,1
1320,#random #news #tech exclusive shot of #SXSW popup Apple Store! {link} #TT #FF,1,0,0,1
1321,@mention news from #sxsw lots of iPad bashing but everyone wants one. Even @mention consistent with theme,1,0,0,1
1322,This guy next to me is using his ipad 2 as a periscope. #sxsw,1,0,0,1
1323,Sweet. Danfung Dennis will be demoing the immersive video rig and iPad platform used in To Hell and Back Again at our #SXSW party.,1,0,0,1
1324,"I'm looking forward to the #SMCDallas pre #SXSW party Wed., and hoping I'll win an #iPad resulting from my shameless promotion.  #ChevySMC",1,0,0,1
1325,My tweeting from #sxsw been pretty non existent today thanks to the @mention iPhone app #fail - Hootsuite is the epic replacement! #owllove,0,1,0,1
1326,"I'm missing out! Apple's even opened a temporary store in downtown Austin for it, says @mention Hope @mention got his passport? #SXSW",1,0,0,1
1327,Interesting presentation on the building of #Netflix iphone App at #sxsw {link},1,0,0,1
1328,Well having the iPad has really been the perfect device for #SXSW.,1,0,0,1
1329,Still using the original first-generation iPhone. Wondering if this will get me kicked out of #SXSW,0,0,1,1
1330,Interesting tidbit:  apple designed the iPad 2 case before designing the actual device.  #sxsw,1,0,0,1
1331,Who's going to #SXSW?   Apple will have it's own store there....{link}  #AAPL,1,0,0,1
1332,I was going to mock the tech-nerds for coming to #sxsw only to stand in a 4-hour line for an iPad 2. Then I remembered me and horror movies.,0,1,0,1
1333,Interesting to see Yellow Pages #iPad app come up as example of good practice #sxsw,1,0,0,1
1334,Is starting to think my #blackberry is more like the #abacus of phones. Damn u #iphone. #sxsw (I just wanted # abacus),0,1,0,1
1335,#iPad being unloaded at #sxsw popup store. Awesome! {link},1,0,0,1
1336,"#iPad Lounge at @mention - Free daily for #sxsw - free coffee, #iPad #Art. Recharge. Refresh åÇ Austin Details {link}",1,0,0,1
1337,@mention Nice meeting you last night! Confession: I just installed @mention on my iPad &amp; really like it. :-) #SXSW,1,0,0,1
1338,@mention Nice move on Apple #SXSW will be center of Apple fanboy-dom for the next week.,1,0,0,1
1339,@mention nice vid on ipad 2 from #sxsw. Hope it was @mention behind the camera! {link},1,0,0,1
1340,@mention nice work on organizing the apple pop-up store - but wish you were here in #austin for #sxsw!,1,0,0,1
1341,"Apple opening a pop-up store for #SXSW. Cool, and another reason I'm #pissedimnotgoingtosxsw. {link}",1,0,0,1
1342,Apple opening a store in downtown ATX for this wknd ONLY.. same time as #SXSW so ppl can buy iPad 2. ÛÏ@mention {link},1,0,0,1
1343,"Apple opening downtown Austin pop up store for #SXSW. RT @mention Before It Even Begins, Apple Wins SXSW {link}",1,0,0,1
1344,Apple opening pop-up store in Austin at Congress and 6th to sell new iPads.  #sxsw  {link},1,0,0,1
1345,"Apple Opening Pop-Up Store In Austin For SXSW {link} - phew, I was beginning to panic, thanks Steve #SXSW",1,0,0,1
1346,Apple Opening Pop-Up Store In Austin For SXSW ~ {link} &lt;- Ya gotta hand it to Apple... always innovating #apple #sxsw,1,0,0,1
1347,I'm listening to 'Get By' by Talib Kweli via the Discovr app on my iPhone while I'm on a plane to #sxsw. Love Gogo.  {link},1,0,0,1
1348,"Great evening w/ @mention + @mention Into Karateka, Castle Wolfenstein, ChopLifter and other Apple // classics. #SXSW #OldSko0l",1,0,0,1
1349,"Also, thanks to Apple for releasing iOS 4.3 just in time for #SXSW. Installed it just before leaving home!",1,0,0,1
1350,"Dan Neumann just announced the launch of Organic's first consumer-facing iPad app, Broadfeed at #SXSW 
check it out!!",1,0,0,1
1351,You're gonna want these iPhone apps if you're heading to #SXSW today. 10 hot ones. Download away! {link},1,0,0,1
1352,"MyPOV: Winner: popup Apple Store, Chevy Cruze  Losers: Investors propping up frothy startups w/ no enterprise strategy. #sxsw",1,0,0,1
1353,I keep winning shit! Thanks @mention for the killer iPad case. #sxsw,1,0,0,1
1354,"@mention No, no, no .. I wouldn't buy an iPad 2. I'd wait for the iPad 3 with teleporting capabilities. #sxsw",0,1,0,1
1355,This technology couldn't happen on an iPhone' - Nokia #pushsnowboarding #sxsw,0,1,0,1
1356,There at not even words for how much the wireless at #SXSW sucks.  Thank goodness for my iPhone.,1,0,0,1
1357,@mention Not to shill for the iPad but don't underestimate its appeal. {link} #newsapps #sxsw,1,0,0,1
1358,iPad 2. Another reason I'd love to be @mention #sxsw,1,0,0,1
1359,There is nothing quite like #SXSW to make you want an iPad. Desperately. Am almost drooling on the guy's next to me.,1,0,0,1
1360,There is nothing sillier than watching people record video with an ipad. #SXSW,0,1,0,1
1361,Agreed ÛÓ Novelty of #iPad news #apps fades fast among digital delegates ÛÓ {link}  #media #SXSW (via @mention,0,1,0,1
1362,"&quot;I know I'm right, I own an Apple&quot; #sxsw",1,0,0,1
1363,Thinking now that I shoulda gone to SXSW this year ...first year of the iPad.. Could be some interesting sessions. #sxsw,1,0,0,1
1364,I wanna know too RT @mention One of our producers is going to #SXSW. What (hopefully free) #iPhone apps should she DL?,1,0,0,1
1365,"Anybody know whether I can nab white, 3G, 64GB #iPad2 at #Austin #SXSW #Apple #PopUpStore?",1,0,0,1
1366,I don't know why you would do original content ONLY for anything in today's world.(And the iPad 2 is better.)  Barry Diller #SXSW,1,0,0,1
1367,Apple opens &quot;Pop-up&quot; store for #SXSW RT @mention Smart. Very well played Fruit Co. {link} /via @mention,1,0,0,1
1368,Seeing tons of iPad2s around. Guess it just took that long to get through the #SXSW apple store line (@mention,1,0,0,1
1369,Apple opens temporary store for #SXSW to sell iPad 2. {link} #TNW,1,0,0,1
1370,"#SXSW sponsored by Apple, plaid, and boys I'm attracted to.",1,0,0,1
1371,In the Consumerist's &quot;Worst Company in America 2011&quot; tournament bracket - apple is pitted against microsoft in the first round #sxsw,0,1,0,1
1372,Enchantment: get a trustworthiness of #zappos likeability of #virgin and a product of #apple @mention #sxsw,1,0,0,1
1373,iPad 2 contest in full-swing!!  Great seeing so many of you on actsofsharing.com.  Still plenty of time to join the fun! #SXSW,1,0,0,1
1374,I fully anticipate that every geek-douche will be toting an iPad 2 at #SXSW. These people are also why it's not worth going.,0,1,0,1
1375,I am inventing a &quot;dislike&quot; button for #iPad 2 lines. {link} #SXSW,0,1,0,1
1376,Being @mention #SXSW is making it impossible not 2 succumb 2 upgrading my #iPad. It's a year old &amp; I feel like I'm walking around w a bag phone...,1,0,0,1
1377,"Using @mention at #SXSW to get updates on the temp Apple store line up. Super impressed by the potential of this app. Nice work, Yobongo!",1,0,0,1
1378,"Loved @mention Hangover Breakfast. Awesome swag, yummy food &amp; rockin tunes! Stoked about my Griffin cordless iphone charger! #SXSW",1,0,0,1
1379,:) RT @mention Love it. @mention at #sxsw: &quot;apple comes up w/ cool technology no one's ever heard of because they don't go to conferences&quot;,1,0,0,1
1380,+1 RT @mention Love it. @mention #sxsw: &quot;apple comes up with cool technology no one's ever heard of because they don't go to conferences&quot;,1,0,0,1
1381,Grrrr @mention not muting #sxsw as thought on web or iphone :(,0,1,0,1
1382,"#sxsw @mention omitting Flash on Apple seems effective, even though they have h264 - maybe we do need to break old things #browserwars",1,0,0,1
1383,:) RT @mention Quantter is launching an iPhone app soon. We're participating to LaunchRock comp at #sxsw {link},1,0,0,1
1384,RT RT @mention The iPad 2 Takes Over #SXSW [VIDEO] {link} RT @mention The iP... {link} #Vegas #News,1,0,0,1
1385,Hhaha @mention was too intimidated by the iPhone app developers meetup that we had to leave. #sxsw,1,0,0,1
1386,w00t! @mention wrote about our #hollergram iPad app for #sxsw! {link},1,0,0,1
1387,Walking into the pop-up Apple store is like walking into a future where the iPad is the only type of computer. #sxsw,1,0,0,1
1388,"Organic unveils BroadFeed, social news app for ipad. Audience gets up and heads for the door. #sxsw",0,1,0,1
1389,"At the convention center, getting stuff ready for #SXSW. Thank god for the iPhone!",1,0,0,1
1390,My ipad envy couldn't be any greater. Waaaaaa. #sxsw,1,0,0,1
1391,Heading to &quot;your mom has an iPad: designing for boomers&quot;.  Hope it's fun.  #sxsw,1,0,0,1
1392,Heading to #sxsw later this week? Be sure to download #heattracker for the iPhone and iPod Touch to know what's hot and what's not in Austin,1,0,0,1
1393,Talking to a 15 year old iPhone developer genius who came to SXSW with his proud dad. #SXSW @mention BD Riley's Irish Pub {link},0,0,1,1
1394,"Willing to admit I'm a tiny bit jealous to not being #SXSW-bound. Temperatures in the high 20s, Apple pop up for iPad 2, what's not to love?",1,0,0,1
1395,Heading to Austin #SXSW on wkend. Love that @mention set up a pop-up store (6th &amp; Congress) to deal with mass geek influx during ipad2 release,1,0,0,1
1396,Heading to Austin for #SXSW? The @mention Austin guide for #iPhone is free for a limited time {link} #lp #travel,1,0,0,1
1397,"I tried to buy an iPad this week at the #SxSw Apple store, but every time I go, they are sold out of the one I want.",1,0,0,1
1398,4G will do for connectivity what the iPhone did for smart phones - Joe Berry #SXSW #connectedcar,1,0,0,1
1399,we need to get ipad 2! @mention Apple opening up temp. store in downtown Austin for #SXSW  iPad 2 launch bit.ly/g03MZB via @mention,1,0,0,1
1400,"Decided to go to LA instead of #SXSW, because my AT&amp;T iPhone would be about as useful as a brick in Austin.",0,1,0,1
1401,Curious to know what devs are thinking ref. iPhone vs Android development at #sxsw Buzz still seems to favour iPhone this year.,1,0,0,1
1402,Excited to meet the @mention team on the way to the apple store. Go download their app if you're in #sxsw!  {link},1,0,0,1
1403,iPhone too old for #SXSW schedule app. Oh noes.  #rejection,0,1,0,1
1404,Pleased to see Josh Clark has featured a few @mention clients in his ipad design presentation.  #sxsw,1,0,0,1
1405,"Be sure to stop by our SXSW booth today. Show me one of our games running on your iPad 2, you could get a free gift! #sxsw  #sxsw11",1,0,0,1
1406,So went to the Apple Store (Kingston) as friends at #sxsw have new iPad's ... so got something to cheer myself up :) {link},1,0,0,1
1407,There's no way that you an call the iPad count at #sxsw reasonable. I think there's one for every 2 people.,0,1,0,1
1408,Mine toooo! RT @mention My #iPad envy is through. the. roof. Thanks every other person at #SXSW,1,0,0,1
1409,Found a road dawg to check out this iPad store #sxsw @mention,1,0,0,1
1410,Two iPad observations at #sxsw. Vast majority of people using them. Seen lots of 2s today. Looks nice. #appletakingoverworld,1,0,0,1
1411,Apple autocorrect is so weird. Ogilvy autocorrects to idiocy. #ogilvynotes #sxsw :),0,1,0,1
1412,"Sweet, good for you! @mention I have my #iPad 2 for Verizon. My life has just peaked. #SXSW",1,0,0,1
1413,"Oh. My. God. The #SXSW app for iPad is pure, unadulterated awesome. It's easier to browse events on iPad than on the website!!!",1,0,0,1
1414,Speaking of #sxsw: how about that #apple store on 6th and congress? Wouldn't it be great if it were permanent....? ;),1,0,0,1
1415,"In honor of Apple's #SXSW pop-up shop, here are some thoughts on how landlords &amp; leasing agents can utilize pop-up shops. {link}",1,0,0,1
1416,Cashmere of Mashable: Thinks the iPad 2 is not a huge step up. Now waiting for the Apple PR team to parachute into the #SXSW session.,0,1,0,1
1417,Aron Pilhofer of the New York Times and design guru Khoi Vinh express scepticism about iPad news apps at #SXSW {link},0,1,0,1
1418,Join actsofsharing.com tonight.  the person with the most friends in their city by end of #SXSW wins an iPad 2!!!,1,0,0,1
1419,"Apple, Google AT&amp;T have a surplus of cash, brand loyalty/mobile leash and will make mobile payments easy #bankinnovation #sxsw",1,0,0,1
1420,@mention oh hey i remember that :) didn't even bring my laptop to #SXSW panels. iPad 4 life,1,0,0,1
1421,"Are you going to be at #SXSW and wish you could purchase an iPad 2?

Not to worry! - {link} 

Well played Apple. Well played.",1,0,0,1
1422,When I look at crowd at #SXSW everyone has head down looking at iPad or phone. Only place where socially awkward is &quot;cool&quot;. :-/,1,0,0,1
1423,Really COOL! RT @mention Stop by and let us make you a custom iPhone case! #zazzlesxsw #Sxsw #sxswi {link} {link},1,0,0,1
1424,Two year old shows us howmto use iPad #USDes #sxsw,1,0,0,1
1425,Scenes from the Austin SXSW iPad 2 pop-up shop -- here they are arriving! {link} #sxsw #cnnmoneysxsw,1,0,0,1
1426,"There's something 2 b said that here at #SXSW, the gadgets of choice in every session r an iPad, MacbookPro, or a Blackberry. Nothing else.",1,0,0,1
1427,"RT @mention 
  
The iPad 2 Takes Over #SXSW {link}",1,0,0,1
1428,"RT @mention  In our studies players tell us, &quot;Petting my iPhone makes me happy.&quot; #tapworthy #sxsw",1,0,0,1
1429,RT @mention  It's not a rumor: Apple is opening up a temporary store in downtown Austin for #SXSW and the iPad 2 launch {link},1,0,0,1
1430,RT @mention :) RT @mention Love it. @mention at #sxsw: &quot;apple comes up w/ cool technology no one's ever heard of because they don't go to conferences&quot;,1,0,0,1
1431,RT @mention ..only 9? #SXSW right-brain #mwrc11 left-brain?? :) RT @mention @mention at #SXSW 9 out of 10 attendees have Mac or iPad,1,0,0,1
1432,RT @mention .@mention Love it. @mention @mention #sxsw: &quot;apple comes up w/ cool technology no one's ever heard of because they don't go 2 conferences&quot; me 2!,1,0,0,1
1433,"RT @mention .@mention retiring from Wine Library TV, moving onto Daily Grape. Get the app on yr iPhone. #thankyouecon #SXSW",1,0,0,1
1434,RT @mention 'This technology couldn't happen on an iPhone' - Nokia #pushsnowboarding #sxsw,0,1,0,1
1435,RT @mention ÛÏ@mention #sxsw beta testing interactive book for iPad app by Moonbot studios out of Louisiana.  Cool app.Û,1,0,0,1
1436,RT @mention ÛÏ@mention Apple is a great example of a retail store layed out for the future - no 'registers' no 'checkout line'  #sxsw,1,0,0,1
1437,RT @mention ÛÏ@mention SXSW official iPhone app here: {link}  Enjoy!  #SXSW,1,0,0,1
1438,RT @mention ÛÏline moving fast! Rt @mention have seen two impressive lines since I'm at #SXSW  the one at the Apple Store &amp; @mention party now,1,0,0,1
1439,"RT @mention (CNNMoney) For #SXSW 2011, any computing device bigger than an iPad is passÌ©. The mobile space has all the buzz {link} #wssxsw",1,0,0,1
1440,MT @mention (Swisher calls Apple &quot;the classiest fascist company in America&quot; #sxflip #sxsw,0,1,0,1
1441,RT @mention {link} Did you hear? AppleÛªs opening a temporary store just for #SXSW! (via @mention,1,0,0,1
1442,"RT @mention @mention - spread the word, our #SXSW festival explorer App is live and free {link}",1,0,0,1
1443,RT @mention @mention @mention at #sxsw: &quot;apple comes up w/ cool technology no one's ever heard of because they don't go to conferences&quot;,1,0,0,1
1444,RT @mention @mention @mention at #sxsw: &quot;apple comes up with cool technology no one's ever heard of because they don't go to conferences&quot;,1,0,0,1
1445,RT @mention @mention 3 iPhone Apps We'll Be Using at South By Southwest Interactive {link} #SXSW #SXSWi,1,0,0,1
1446,RT @mention @mention at Team Android party. @mention @mention just walked in. DL Appolicious app &amp; enter to win free Nexus S! #androidsxsw #sxsw,1,0,0,1
1447,RT @mention @mention Congrats on your iPhone app being featured at #SXSW!,1,0,0,1
1448,"RT @mention @mention Cool! That means we can watch Ustream in Skyfire browser on iPhone :-)
(Safari doesn't work) 
Have fun!  #sxsw",1,0,0,1
1449,RT @mention @mention Go beyond the hour &amp; share positive actions with the world. Download the #EarthHour iPhone app: {link} #SXSW,1,0,0,1
1450,"RT @mention @mention I agree ÛÓ Apple stole what little part of the show there was. For me, @mention was the most exciting new biz concept #sxsw",1,0,0,1
1451,"RT @mention @mention iPad app getting panned for design trumping content, and rightfully so. #SXSW",0,1,0,1
1452,RT @mention @mention just saw you at lax I'm heading to #Sxsw  If you or your wife have an iPhone or iPad download my app #Freespeech @mention,1,0,0,1
1453,RT @mention @mention Not only at Cedar Street Courtyard but also at Apple Store #SXSW {link} from a small fan :-),1,0,0,1
1454,RT @mention @mention one of the must have apps to survive #SXSW {link}  Join our #SXSWbarcrawl during #SXSWi,1,0,0,1
1455,RT @mention @mention Peter Cashmore on the iPad 2: it's only a minor improvement. Not worth it unless you have money to burn. #SXSW,0,1,0,1
1456,RT @mention @mention putting a gun to @mention head. Give me your iPhone! #SXSW {link},1,0,0,1
1457,RT @mention @mention RT @mention New #UberSocial for #iPhone now in the App Store includes UberGuide to #SXSW (cont) {link},1,0,0,1
1458,"RT @mention @mention wow - a gold's gym underneath an Apple store. Kind of you in a nutshell, right? #SXSW",1,0,0,1
1459,RT @mention @mention your iPhone 4 cases are Rad and Ready! Stop by tomorrow to get them! #Sxsw #zazzlesxsw #sxswi {link},1,0,0,1
1460,RT @mention &quot;@mention - #Apple is the classiest fascist company in America. Really elegant.&quot; #sxsw #rji,0,1,0,1
1461,RT @mention &quot;apple comes up with cool technology no one's ever heard of because they don't go to conferences&quot; #sxsw #pseudoretweet,1,0,0,1
1462,RT @mention &quot;Apple is the most elegant fascist company in America.&quot; #flipboard #SXSW,0,1,0,1
1463,RT @mention &quot;Apple: the most elegant fascist corporation in America today.&quot; -- Kara Swisher #sxsw #flipboard,0,1,0,1
1464,"RT @mention &quot;At #SXSW, Apple schools the marketing experts&quot;  {link}",1,0,0,1
1465,RT @mention &quot;I believe in God because there is no other explanation for Apple's continued existence.&quot; Guy Kawasaki #enchantment #sxsw,0,1,0,1
1466,RT @mention &quot;I'm just learning all of these things from the screen.&quot; A 4-year old's explanation of how she instantly knew how to use an iPad. #sxsw,1,0,0,1
1467,"RT @mention &quot;If there's one thing SXSW is good for, it's flash mobs and hive-think.&quot; Apple Wins. Again. @mention #sxsw #ipad2 {link}",1,0,0,1
1468,"RT @mention &quot;multiple approaches to monetization&quot; re: iPhone game dev &quot;but ads would cheapen our product&quot; ok, good luck with that #sxsw",0,1,0,1
1469,RT @mention &quot;the only explanation for the continued success of Apple is the existence of God.&quot; @mention #enchantment #sxsw,1,0,0,1
1470,RT @mention &quot;There is no other explanation for Apple's continued survival than the existence of God&quot; #GuyKawasaki #sxsw,1,0,0,1
1471,"RT @mention #Apple is setting up a pop-up store in downtown Austin (to sell bajillions of iPad2s to #sxsw attendees, of course!) {link}",1,0,0,1
1472,RT @mention #Apple Pop-Up Store Selling #iPad2 At #SXSW {link} via @mention #Tech #Retail,1,0,0,1
1473,RT @mention #Apple setting up pop-up store Austin (to sell bajillions of iPad2s to #sxsw attendees) {link} [brilliant],1,0,0,1
1474,RT @mention #Apple to Hawk iPad 2 at #SXSW Festival Popup Store!  {link}  by @mention,1,0,0,1
1475,"RT @mention #blackberry users must feel like such losers here at #sxsw. clearly. #iphone crowd, baby.",1,0,0,1
1476,RT @mention #iPad design tip: if it looks like a physical object ppl will interact with it like itÛªs one&quot; #sxsw #tapworthy #gsdm,1,0,0,1
1477,"RT @mention #iPad Lounge: Recharge, coffee, H2O, iPad Art Show-free, daily for #sxsw 106 E 8th at Congress åÇ Austin Details {link}",1,0,0,1
1478,RT @mention #playhopskoch is in the apple app store (as well as the android market) getting ready to rock #sxsw,1,0,0,1
1479,RT @mention #seenatsxsw2011 Best thing seen at #sxsw so far...a man begging on a street corner for the money for iPad 2 in front of the apple store. Sad,0,0,1,1
1480,"RT @mention #sxsw @mention omitting Flash on Apple seems effective, even though they have h264 - maybe we do need to break old things #browserwars",1,0,0,1
1481,RT @mention #sxsw #csr reporting: Janecek: Microsoft gives $ to charity. Apple gives nothing. Everyone in room has iPhone. What drives that decision?,0,1,0,1
1482,RT @mention #sxsw #enchantment: @mention &quot;Bright spot for Apple: Pagemaker saved Apple. I believe in God b/c no other explanation of Apple survival,1,0,0,1
1483,RT @mention #sxsw #enchantment: @mention &quot;No one uses Windows voluntarily.&quot; &quot;Apple is greatest collection of egomaniacs in history.&quot; haha,0,1,0,1
1484,RT @mention #sxsw beta testing interactive book for iPad app by Moonbot studios out of Louisiana.  Cool app.,1,0,0,1
1485,RT @mention #sxsw guy in front of me at this panel has an ipad in an etch-a-sketch case...device of wondeR? #iusxsw,1,0,0,1
1486,RT @mention #sxsw ipad store sold out of everything except 64gig wifi only white,0,1,0,1
1487,"RT @mention #sxsw Is SXSW getting its own Apple store?: The geeks cried.
Yes the iPad 2 is coming, but itÛªs coming this Frid... {link}",1,0,0,1
1488,"RT @mention #SXSW RT @mention WOW, Apple does the right thing in Japan, a must read: {link}",1,0,0,1
1489,"RT @mention #sxsw rumor mill: iPad 3 will have between 6 and 15 cameras, slightly thinner rare earths case, and &quot;different&quot; but still smudgy screen.",0,1,0,1
1490,RT @mention #sxsw that is so cool #apple has a pop up fundraising kiosk for #japan at #sxsw just kidding but a good idea...,1,0,0,1
1491,RT @mention #SXSW: iPad Design Headaches (Take Two Tablet and Call Me in the Morning) {link},0,1,0,1
1492,RT @mention #UXdes @mention is glad there are no standard #iPad navigation tools. She might be the only one! #SXSW,0,1,0,1
1493,RT @mention +1 RT @mention Love it. @mention #sxsw: &quot;apple comes up with cool technology no one's ever heard of because they don't go to conferences&quot;,1,0,0,1
1494,RT @mention 5 Social Apps That Will Make SXSW More Intimate - {link} #SXSW #SXSWi #apps #iphone,1,0,0,1
1495,RT @mention A #browserwars panel without Apple is like a #sxsw without parties.,1,0,0,1
1496,RT @mention Abt to surprise customer waiting in line at Apple store in Austin for #iPad 2 with an @mention ! #SXSW #cbatsxsw / Awesome,1,0,0,1
1497,RT @mention Agreed ÛÓ Novelty of #iPad news #apps fades fast among digital delegates ÛÓ {link}  #media #SXSW (via @mention,0,1,0,1
1498,RT @mention AKQA is hiring. Find me up front after Designing iPad Interfaces - New Navigation Schemas in Ballroom A. #sxsw,0,0,1,1
1499,RT @mention An awesome FREE iPhone app for keeping track of friends and meeting up and finding people for #SXSW {link},1,0,0,1
1500,"RT @mention Announcing SXSW Quotables, a crowd-curated feed of the hottest quotes from #SXSW. Sign up to win an iPad 2! - {link} #ipad2",1,0,0,1
1501,RT @mention Anyone who was going to buy a new iPad should donate to #Japan #tsunami victims instead. #sxsw,0,1,0,1
1502,RT @mention Apple autocorrect is so weird. Ogilvy autocorrects to idiocy. #ogilvynotes #sxsw :),0,1,0,1
1503,"RT @mention Apple fans. It looks like there will be a 3rd Apple store opening up in Austin for #SxSW if those are full, u can go2 1 of 4 in San Antonio.",1,0,0,1
1504,RT @mention Apple gets kudos on how marketing should be done! #SXSW iPad 2 release. Pop up store in Austin TX  {link},1,0,0,1
1505,"RT @mention Apple is &quot;the classiest, fascist company in America,&quot; says @mention #sxsw",0,1,0,1
1506,RT @mention Apple is quarter of the music industry and 70% of all digital sales #touchingstories #tbwasxsw #sxsw,1,0,0,1
1507,RT @mention Apple knows what game they're in at #sxsw. Bring the iPad2 to the people! {link},1,0,0,1
1508,RT @mention Apple likes it if you pay them. That's what Apple likes. - Barry Diller #SXSW,0,0,1,1
1509,RT @mention Apple on Congress. Nice. RT @mention Apple set to open popup shop in core of SXSW action {link} #SXSW #Apple,1,0,0,1
1510,"RT @mention Apple opened a pop-up store at #SXSW for the release of the iPad 2, &amp; it was quite a scene. GEEK POWER! {link}",1,0,0,1
1511,"RT @mention Apple opened a pop-up store at #SXSW for the release of the iPad 2, and it was quite a scene. GEEK POWER! {link}",1,0,0,1
1512,"RT @mention Apple opening downtown Austin pop up store for #SXSW. RT @mention Before It Even Begins, Apple Wins SXSW {link}",1,0,0,1
1513,RT @mention Apple opening popup store for iPad launch in downtown Austin during #SXSW {link} via @mention,1,0,0,1
1514,RT @mention Apple opens &quot;Pop-up&quot; store for #SXSW RT @mention Smart. Very well played Fruit Co. {link} /via @mention,1,0,0,1
1515,"RT @mention Apple Pop Up Store for #SXSW, Why not Pop Up Genius Bars - Everywhere?",1,0,0,1
1516,RT @mention Apple pop-up shop for #SXSW. How cool is that? {link},1,0,0,1
1517,RT @mention Apple Popup Store at #SXSW {link} (Sat AM at opening),1,0,0,1
1518,RT @mention Apple set to open popup shop in core of SXSW action {link} via @mention #SXSW,1,0,0,1
1519,RT @mention Apple setting up temp store at #SXSW to sell the #iPad2. Crazy? Brilliant? Convenient? {link},1,0,0,1
1520,RT @mention Apple Store has had a line down the block all week long at #sxsw amazing,1,0,0,1
1521,RT @mention Apple to open temporary store for #SXSW. Interesting.  {link},1,0,0,1
1522,RT @mention Apple...&quot;the classiest fascist company in America&quot; Kara Swisher #sxsw,0,1,0,1
1523,RT @mention Apple's taking old iPads for Teach For America (user gets a tax write-off) when you buy a new iPad. Kinda cool. #sxsw,1,0,0,1
1524,"RT @mention Are you going to be at #SXSW and wish you could purchase an iPad 2?

Not to worry! - {link} 

Well played Apple. Well played.",1,0,0,1
1525,RT @mention At #sxsw &amp; want to drink free? Get the Ask Around IPhone App to find out where we are &amp; join us for drinks in #Austin.,1,0,0,1
1526,RT @mention At #SXSW and want to win an iPad? Get on the case with @mention @mention and @mentionR,1,0,0,1
1527,"RT @mention At #SXSW presentation, @mention demonstrates how you can pause a video on new video player and pick up in same spot on iPad app",1,0,0,1
1528,"RT @mention At #SXSW presentation, @mention demonstrates how you can pause a video on new video player and pick up in same spot on iPad app. #tveverywhere",1,0,0,1
1529,RT @mention At #SXSW your iphone charger is your best friend.,1,0,0,1
1530,"RT @mention At #SXSW, Apple schools the marketing experts {link} via @mention",1,0,0,1
1531,RT @mention at #sxsw: &quot;apple comes up with cool technology no one's ever heard of because they don't go to conferences&quot;,1,0,0,1
1532,RT @mention At #tweethouse watching #ipad dj @mention rock out at #sxsw! Check out www.rana.co! #dotco,1,0,0,1
1533,"RT @mention At SXSW, Apple schools the marketing experts: {link} via @mention #sxsw #apple #marketing",1,0,0,1
1534,"RT @mention Awesome hands on review of the iPad 2 coming tomorrow on @mention , guest post by @mention - he's at #SXSW",1,0,0,1
1535,RT @mention Awesome new version of @mention for iPhone &amp; new web site coming after #sxsw. Want a demo? Meet with @mention at #sxsw.,1,0,0,1
1536,RT @mention Awesome new version of @mention for iPhone and new web site coming after #sxsw. Want a demo? Meet with @mention at #sxsw.,1,0,0,1
1537,RT @mention Awesome new version of @mention for iPhone and new web site coming after #sxsw. Want a demo? Meet with @mention at #sxsw. Pls RT,1,0,0,1
1538,RT @mention Awesome! First day of #SXSW and #Apple just approved our new app!!! Go and download it now and check our blog for &quot;Big Stereo&quot; #ipad2,1,0,0,1
1539,"RT @mention Before It Even Begins, #Apple Wins #SXSW {link} by @mention",1,0,0,1
1540,"RT @mention Before it even begins, Apple wins #SXSW {link}",1,0,0,1
1541,"RT @mention Before It Even Begins, Apple Wins #SXSW {link} /by @mention for @mention",1,0,0,1
1542,"RT @mention Before It Even Begins, Apple Wins #SXSW {link} on @mention",1,0,0,1
1543,"RT @mention Before It Even Begins, Apple WinsåÊ#SxSW, {link} -&gt; gonna get sum! via @mention",1,0,0,1
1544,RT @mention Best iPad design: Big chunky elements. Generous space. Clarity trumps density. Tap quality trumps tap quantity. #tapworthy #sxsw,1,0,0,1
1545,"RT @mention BEST SWAG EVER. Thanks @mention My charging iPhone thanks you, too. #SXSW {link}",1,0,0,1
1546,RT @mention Best thing I've heard this weekend at #SXSW &quot;I gave my iPad 2 money to #Japan relief. I don't need an iPad 2.&quot; (@mention,0,1,0,1
1547,RT @mention Best thing I've heard this weekend at #SXSW &quot;I gave my iPad 2 money to #Japan relief. I don't need an iPad 2.&quot; (@mention @mention,0,1,0,1
1548,RT @mention Best thing I've heard this weekend at #SXSW &quot;I gave my iPad 2 money to #Japan relief. I don't need an iPad 2.&quot; @mention,0,1,0,1
1549,RT @mention Better get in line now. RT @mention Apple is opening up a temp store in downtown Austin for #SXSW &amp; iPad 2 launch {link},1,0,0,1
1550,iPad 2's on both sides of me. I just want to hold them. Please? Pretty please? #geekout #sxsw,1,0,0,1
